Catalog #,Accession #,Class 1,Kingdom,Phylum/Division,Class,Order,Family,Sci. Name:Genus,Sci. Name:Species,Common Name,TSN,Item Count,Quantity,Storage Unit,Description,Dimens/Weight,Collector,Collection #,Collection Date,Condition,Condition Desc,Study #,Other Numbers,Cataloger,Catalog Date,Identified By,Ident Date,Repro Method,Locality,Unit,State,Reference Datum,Watrbody/Drain:Waterbody,Watrbody/Drain:Drainage,UTM Z/E/N,Lat LongN/W,Elevation,Depth,Depos Environ,Habitat/Comm,Habitat,Slope,Aspect,Soil Type,For/Per/Sub,Assoc Spec,Type Specimen,Threat/Endang,T/E Date,Rare,Exotic/Native,Age,Sex,Notes,Field Season,Ctrl Prop,Location,Object Status,Status Date,Catalog Folder,Maint. Cycle
KATM   36004,KATM-00305,BIOLOGY,Plantae; Plantae,Angiosperms; Angiosperms,,Poales; Poales,Juncaceae; Juncaceae,Juncus; Juncus,Juncus triglumis albescens; Juncus triglumis albescens,"","",1,"",EA,Juncus triglumis subsp. albescens  vascular plant specimens mounted on herbarium sheet,"","Jansen, Anna",02-420,2002-08-06,COM/GD,"","",Arctos=UAM:Herb:60425 ALAAC=V143181,"MCDONALD, DUSTY",10/22/2004,"Elven, Reidar",3/13/2009,"","Alaska Peninsula, Contact Cr., lowlands between Red Mt. and Contact Lake (large lake just W of Contact Cr.)","",AK,WGS 84,"","","",N58.21/W156,,"","","","open pothole in low shrub tundra, 40% vegetation cover, mesic soil, patchy","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36005,KATM-00305,BIOLOGY,Plantae; Plantae; Plantae,Angiosperms; Angiosperms; Angiosperms,,Alismatales; Alismatales; Alismatales,Potamogetonaceae; Potamogetonaceae; Potamogetonaceae,Potamogeton; Potamogeton; Potamogeton,Potamogeton praelongus; Potamogeton perfoliatus; Potamogeton nitens,"","",1,"",EA,Potamogeton praelongus  vascular plant specimens mounted on herbarium sheet,"","; Carlson, Matthew",02-423-A,2002-09-30,COM/GD,"","",Arctos=UAM:Herb:60426 ALAAC=V143182,"MCDONALD, DUSTY",10/22/2004,"",10/18/2004,"","Alaska Peninsula, Contact Cr., SW shore of Contact Lake (large lake just W of Contact Cr.)","",AK,WGS 84,"","","",N58.21/W155.98,,"","","",aquatic,"","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36005,KATM-00305,BIOLOGY,Plantae; Plantae; Plantae,Angiosperms; Angiosperms; Angiosperms,,Alismatales; Alismatales; Alismatales,Potamogetonaceae; Potamogetonaceae; Potamogetonaceae,Potamogeton; Potamogeton; Potamogeton,Potamogeton praelongus; Potamogeton perfoliatus; Potamogeton nitens,"","",1,"",EA,Potamogeton praelongus  vascular plant specimens mounted on herbarium sheet,"","Jansen, Anna",02-423-A,2002-09-30,COM/GD,"","",Arctos=UAM:Herb:60426 ALAAC=V143182,"MCDONALD, DUSTY",10/22/2004,"",10/18/2004,"","Alaska Peninsula, Contact Cr., SW shore of Contact Lake (large lake just W of Contact Cr.)","",AK,WGS 84,"","","",N58.21/W155.98,,"","","",aquatic,"","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36006,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Poales,Cyperaceae,Carex,microchaeta,"","",1,"",EA,Carex microchaeta  vascular plant specimens mounted on herbarium sheet,"","Jansen, Anna",02-431,2002-08-07,COM/GD,"","",Arctos=UAM:Herb:60427 ALAAC=V143183,"MCDONALD, DUSTY",10/22/2004,"Parker, Carolyn",10/18/2004,"","Alaska Peninsula, Contact Cr., S slope of peak S of Contact Lake (large lake E of Contact Cr.)","",AK,WGS 84,"","","",N58.19/W155.97,305 m,"","","","135¿ azimuth, 40¿ slope, 30% vegetation cover, moist rock ledges, scattered","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36006,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Poales,Cyperaceae,Carex,microchaeta,"","",1,"",EA,Carex microchaeta  vascular plant specimens mounted on herbarium sheet,"","; Carlson, Matthew",02-431,2002-08-07,COM/GD,"","",Arctos=UAM:Herb:60427 ALAAC=V143183,"MCDONALD, DUSTY",10/22/2004,"Parker, Carolyn",10/18/2004,"","Alaska Peninsula, Contact Cr., S slope of peak S of Contact Lake (large lake E of Contact Cr.)","",AK,WGS 84,"","","",N58.19/W155.97,305 m,"","","","135¿ azimuth, 40¿ slope, 30% vegetation cover, moist rock ledges, scattered","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36007,KATM-00305,BIOLOGY,Plantae,Polypodiophyta,Polypodiopsida,Polypodiales,Woodsiaceae,Woodsia,ilvensis,"","",1,"",EA,Woodsia ilvensis  vascular plant specimens mounted on herbarium sheet,"","Jansen, Anna",02-434,2002-08-07,COM/GD,"","",Arctos=UAM:Herb:60428 ALAAC=V143184,"MCDONALD, DUSTY",10/22/2004,"Parker, Carolyn",10/18/2004,"","Alaska Peninsula, Contact Cr., S slope of peak S of Contact Lake (large lake E of Contact Cr.)","",AK,WGS 84,"","","",N58.19/W155.97,305 m,"","","","135¿ azimuth, 40¿ slope, 30% vegetation cover, moist rock ledges, rare","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36007,KATM-00305,BIOLOGY,Plantae,Polypodiophyta,Polypodiopsida,Polypodiales,Woodsiaceae,Woodsia,ilvensis,"","",1,"",EA,Woodsia ilvensis  vascular plant specimens mounted on herbarium sheet,"","; Carlson, Matthew",02-434,2002-08-07,COM/GD,"","",Arctos=UAM:Herb:60428 ALAAC=V143184,"MCDONALD, DUSTY",10/22/2004,"Parker, Carolyn",10/18/2004,"","Alaska Peninsula, Contact Cr., S slope of peak S of Contact Lake (large lake E of Contact Cr.)","",AK,WGS 84,"","","",N58.19/W155.97,305 m,"","","","135¿ azimuth, 40¿ slope, 30% vegetation cover, moist rock ledges, rare","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36008,KATM-00305,BIOLOGY,Plantae; Plantae,Angiosperms; Angiosperms,,Poales; Poales,Poaceae; Poaceae,Poa; Poa,Poa pratensis pratensis,"","",1,"",EA,Poa pratensis  vascular plant specimens mounted on herbarium sheet,"","; Carlson, Matthew",02-438,2002-08-07,COM/GD,"","",Arctos=UAM:Herb:60429 ALAAC=V143185,"MCDONALD, DUSTY",10/22/2004,"Parker, Carolyn",10/18/2004,"","Alaska Peninsula, Contact Cr., Contact Cr. S of 2 large lakes (Contact Lake)","",AK,WGS 84,"","","",N58.18/W155.97,,"","","","20% vegetation cover, sandy soil, scattered","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36008,KATM-00305,BIOLOGY,Plantae; Plantae,Angiosperms; Angiosperms,,Poales; Poales,Poaceae; Poaceae,Poa; Poa,Poa pratensis pratensis,"","",1,"",EA,Poa pratensis  vascular plant specimens mounted on herbarium sheet,"","Jansen, Anna",02-438,2002-08-07,COM/GD,"","",Arctos=UAM:Herb:60429 ALAAC=V143185,"MCDONALD, DUSTY",10/22/2004,"Parker, Carolyn",10/18/2004,"","Alaska Peninsula, Contact Cr., Contact Cr. S of 2 large lakes (Contact Lake)","",AK,WGS 84,"","","",N58.18/W155.97,,"","","","20% vegetation cover, sandy soil, scattered","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36009,KATM-00305,BIOLOGY,Plantae; Plantae; Plantae,Angiosperms; Angiosperms; Angiosperms,,Poales; Poales; Poales,Poaceae; Poaceae; Poaceae,Lachnagrostis; Agrostis; Agrostis,Agrostis scabra; Agrostis perennans; Lachnagrostis rudis,"","",1,"",EA,Agrostis scabra  vascular plant specimens mounted on herbarium sheet,"","; Carlson, Matthew",02-439,2002-08-07,COM/GD,"","",Arctos=UAM:Herb:60430 ALAAC=V143186,"MCDONALD, DUSTY",10/22/2004,"Parker, Carolyn",10/18/2004,"","Alaska Peninsula, Contact Cr., Contact Cr. S of 2 large lakes (Contact Lake)","",AK,WGS 84,"","","",N58.18/W155.97,,"","","","20% vegetation cover, sandy soil, scattered","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36009,KATM-00305,BIOLOGY,Plantae; Plantae; Plantae,Angiosperms; Angiosperms; Angiosperms,,Poales; Poales; Poales,Poaceae; Poaceae; Poaceae,Lachnagrostis; Agrostis; Agrostis,Agrostis scabra; Agrostis perennans; Lachnagrostis rudis,"","",1,"",EA,Agrostis scabra  vascular plant specimens mounted on herbarium sheet,"","Jansen, Anna",02-439,2002-08-07,COM/GD,"","",Arctos=UAM:Herb:60430 ALAAC=V143186,"MCDONALD, DUSTY",10/22/2004,"Parker, Carolyn",10/18/2004,"","Alaska Peninsula, Contact Cr., Contact Cr. S of 2 large lakes (Contact Lake)","",AK,WGS 84,"","","",N58.18/W155.97,,"","","","20% vegetation cover, sandy soil, scattered","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36010,KATM-00305,BIOLOGY,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Papaver,radicatum subsp. alaskanum,"","",1,"",EA,Papaver radicatum subsp. alaskanum  vascular plant specimens mounted on herbarium sheet,"","Jansen, Anna",02-445,2002-08-07,COM/GD,"","",Arctos=UAM:Herb:60431 ALAAC=V143187,"MCDONALD, DUSTY",10/22/2004,"",10/18/2004,"","Alaska Peninsula, Contact Cr., Contact Cr. S of 2 large lakes (Contact Lake)","",AK,WGS 84,"","","",N58.18/W155.97,,"","","","20% vegetation cover, sandy soil, rare","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36010,KATM-00305,BIOLOGY,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Papaver,radicatum subsp. alaskanum,"","",1,"",EA,Papaver radicatum subsp. alaskanum  vascular plant specimens mounted on herbarium sheet,"","; Carlson, Matthew",02-445,2002-08-07,COM/GD,"","",Arctos=UAM:Herb:60431 ALAAC=V143187,"MCDONALD, DUSTY",10/22/2004,"",10/18/2004,"","Alaska Peninsula, Contact Cr., Contact Cr. S of 2 large lakes (Contact Lake)","",AK,WGS 84,"","","",N58.18/W155.97,,"","","","20% vegetation cover, sandy soil, rare","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36011,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Caryophyllales,Caryophyllaceae,Sagina,saginoides,"","",1,"",EA,Sagina saginoides  vascular plant specimens mounted on herbarium sheet,"","Jansen, Anna",02-446,2002-08-07,COM/GD,"","",Arctos=UAM:Herb:60432 ALAAC=V143188,"MCDONALD, DUSTY",10/22/2004,"Parker, Carolyn",10/18/2004,"","Alaska Peninsula, Contact Cr., Contact Cr. S of 2 large lakes (Contact Lake)","",AK,WGS 84,"","","",N58.18/W155.97,,"","","","20% vegetation cover, sandy soil, rare","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36011,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Caryophyllales,Caryophyllaceae,Sagina,saginoides,"","",1,"",EA,Sagina saginoides  vascular plant specimens mounted on herbarium sheet,"","; Carlson, Matthew",02-446,2002-08-07,COM/GD,"","",Arctos=UAM:Herb:60432 ALAAC=V143188,"MCDONALD, DUSTY",10/22/2004,"Parker, Carolyn",10/18/2004,"","Alaska Peninsula, Contact Cr., Contact Cr. S of 2 large lakes (Contact Lake)","",AK,WGS 84,"","","",N58.18/W155.97,,"","","","20% vegetation cover, sandy soil, rare","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36012,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Caryophyllales,Caryophyllaceae,Cerastium,beeringianum,"","",1,"",EA,Cerastium beeringianum  vascular plant specimens mounted on herbarium sheet,"","Jansen, Anna",02-452,2002-08-08,COM/GD,"","",Arctos=UAM:Herb:60433 ALAAC=V143189,"MCDONALD, DUSTY",10/22/2004,"",10/18/2004,"","Alaska Peninsula, Contact Cr., S ridge up peak 2640'","",AK,WGS 84,"","","",N58.23/W155.94,762 m,"","","","135¿ azimuth, 35¿ slope, 10% vegetation cover, talus, scattered","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36012,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Caryophyllales,Caryophyllaceae,Cerastium,beeringianum,"","",1,"",EA,Cerastium beeringianum  vascular plant specimens mounted on herbarium sheet,"","; Carlson, Matthew",02-452,2002-08-08,COM/GD,"","",Arctos=UAM:Herb:60433 ALAAC=V143189,"MCDONALD, DUSTY",10/22/2004,"",10/18/2004,"","Alaska Peninsula, Contact Cr., S ridge up peak 2640'","",AK,WGS 84,"","","",N58.23/W155.94,762 m,"","","","135¿ azimuth, 35¿ slope, 10% vegetation cover, talus, scattered","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36013,KATM-00305,BIOLOGY,Plantae; Plantae,Angiosperms; Angiosperms,,Poales; Poales,Juncaceae; Juncaceae,Luzula; Luzula,Luzula arcuata arcuata,"","",1,"",EA,Luzula arcuata subsp. arcuata  vascular plant specimens mounted on herbarium sheet,"","Jansen, Anna",02-453,2002-08-08,COM/GD,"","",Arctos=UAM:Herb:60434 ALAAC=V143190,"MCDONALD, DUSTY",10/22/2004,"",10/18/2004,"","Alaska Peninsula, Contact Cr., S ridge up peak 2640'","",AK,WGS 84,"","","",N58.23/W155.94,762 m,"","","","135¿ azimuth, 35¿ slope, 10% vegetation cover, talus, scattered","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36013,KATM-00305,BIOLOGY,Plantae; Plantae,Angiosperms; Angiosperms,,Poales; Poales,Juncaceae; Juncaceae,Luzula; Luzula,Luzula arcuata arcuata,"","",1,"",EA,Luzula arcuata subsp. arcuata  vascular plant specimens mounted on herbarium sheet,"","; Carlson, Matthew",02-453,2002-08-08,COM/GD,"","",Arctos=UAM:Herb:60434 ALAAC=V143190,"MCDONALD, DUSTY",10/22/2004,"",10/18/2004,"","Alaska Peninsula, Contact Cr., S ridge up peak 2640'","",AK,WGS 84,"","","",N58.23/W155.94,762 m,"","","","135¿ azimuth, 35¿ slope, 10% vegetation cover, talus, scattered","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36014,KATM-00305,BIOLOGY,Plantae; Plantae,Angiosperms; Angiosperms,,Poales; Poales,Typhaceae; Typhaceae,Sparganium; Sparganium,Sparganium angustifolium; Sparganium subglobosum,"","",1,"",EA,Sparganium angustifolium  vascular plant specimens mounted on herbarium sheet,"","; Carlson, Matthew",02-457,2002-08-09,COM/GD,"","",Arctos=UAM:Herb:60435 ALAAC=V143191,"MCDONALD, DUSTY",10/22/2004,"",10/18/2004,"","Alaska Peninsula, Contact Cr., NE side of Contact Lake (large lake near Contact Cr.)","",AK,WGS 84,"","","",N58.21/W155.95,,"","","","under 1 m water, scattered","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36014,KATM-00305,BIOLOGY,Plantae; Plantae,Angiosperms; Angiosperms,,Poales; Poales,Typhaceae; Typhaceae,Sparganium; Sparganium,Sparganium angustifolium; Sparganium subglobosum,"","",1,"",EA,Sparganium angustifolium  vascular plant specimens mounted on herbarium sheet,"","Jansen, Anna",02-457,2002-08-09,COM/GD,"","",Arctos=UAM:Herb:60435 ALAAC=V143191,"MCDONALD, DUSTY",10/22/2004,"",10/18/2004,"","Alaska Peninsula, Contact Cr., NE side of Contact Lake (large lake near Contact Cr.)","",AK,WGS 84,"","","",N58.21/W155.95,,"","","","under 1 m water, scattered","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36015,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Poales,Poaceae,Dupontia,fulva,"","",1,"",EA,Arctophila fulva  vascular plant specimens mounted on herbarium sheet,"","Jansen, Anna",02-465,2002-08-09,COM/GD,"","",Arctos=UAM:Herb:60436 ALAAC=V143192,"MCDONALD, DUSTY",10/22/2004,"",10/18/2004,"","Alaska Peninsula, Contact Cr., N ridge of Contact Lake margin (large lake near Contact Cr.)","",AK,WGS 84,"","","",N58.21/W155.96,,"","","","mesic soil, rare, washed up along lakeshore","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36015,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Poales,Poaceae,Dupontia,fulva,"","",1,"",EA,Arctophila fulva  vascular plant specimens mounted on herbarium sheet,"","; Carlson, Matthew",02-465,2002-08-09,COM/GD,"","",Arctos=UAM:Herb:60436 ALAAC=V143192,"MCDONALD, DUSTY",10/22/2004,"",10/18/2004,"","Alaska Peninsula, Contact Cr., N ridge of Contact Lake margin (large lake near Contact Cr.)","",AK,WGS 84,"","","",N58.21/W155.96,,"","","","mesic soil, rare, washed up along lakeshore","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36016,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Saxifragales,Saxifragaceae,Saxifraga,hirculus,"","",1,"",EA,Saxifraga hirculus  vascular plant specimens mounted on herbarium sheet,"","; Carlson, Matthew",02-466,2002-08-09,COM/GD,"","",Arctos=UAM:Herb:60437 ALAAC=V143193,"MCDONALD, DUSTY",10/22/2004,"",10/18/2004,"","Alaska Peninsula, Contact Cr., N ridge of Contact Lake margin (large lake near Contact Cr.)","",AK,WGS 84,"","","",N58.22/W155.97,,"","","","muskeg, scattered","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36016,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Saxifragales,Saxifragaceae,Saxifraga,hirculus,"","",1,"",EA,Saxifraga hirculus  vascular plant specimens mounted on herbarium sheet,"","Jansen, Anna",02-466,2002-08-09,COM/GD,"","",Arctos=UAM:Herb:60437 ALAAC=V143193,"MCDONALD, DUSTY",10/22/2004,"",10/18/2004,"","Alaska Peninsula, Contact Cr., N ridge of Contact Lake margin (large lake near Contact Cr.)","",AK,WGS 84,"","","",N58.22/W155.97,,"","","","muskeg, scattered","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36017,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Lamiales,Plantaginaceae,Callitriche,heterophylla,"","",1,"",EA,Callitriche anceps  vascular plant specimens mounted on herbarium sheet,"","; Carlson, Matthew",02-472,2002-08-09,COM/GD,"","",Arctos=UAM:Herb:60438 ALAAC=V143194,"MCDONALD, DUSTY",10/22/2004,"Parker, Carolyn",8/5/2007,"","Alaska Peninsula, Contact Cr., W edge of Contact Lake (large lake E of Contact Cr.)","",AK,WGS 84,"","","",N58.21/W155.98,,"","","","mud under 1 m water, scattered","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36017,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Lamiales,Plantaginaceae,Callitriche,heterophylla,"","",1,"",EA,Callitriche anceps  vascular plant specimens mounted on herbarium sheet,"","Jansen, Anna",02-472,2002-08-09,COM/GD,"","",Arctos=UAM:Herb:60438 ALAAC=V143194,"MCDONALD, DUSTY",10/22/2004,"Lansdown, Richard",8/5/2007,"","Alaska Peninsula, Contact Cr., W edge of Contact Lake (large lake E of Contact Cr.)","",AK,WGS 84,"","","",N58.21/W155.98,,"","","","mud under 1 m water, scattered","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36017,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Lamiales,Plantaginaceae,Callitriche,heterophylla,"","",1,"",EA,Callitriche anceps  vascular plant specimens mounted on herbarium sheet,"","; Carlson, Matthew",02-472,2002-08-09,COM/GD,"","",Arctos=UAM:Herb:60438 ALAAC=V143194,"MCDONALD, DUSTY",10/22/2004,"Lansdown, Richard",8/5/2007,"","Alaska Peninsula, Contact Cr., W edge of Contact Lake (large lake E of Contact Cr.)","",AK,WGS 84,"","","",N58.21/W155.98,,"","","","mud under 1 m water, scattered","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36017,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Lamiales,Plantaginaceae,Callitriche,heterophylla,"","",1,"",EA,Callitriche anceps  vascular plant specimens mounted on herbarium sheet,"","Jansen, Anna",02-472,2002-08-09,COM/GD,"","",Arctos=UAM:Herb:60438 ALAAC=V143194,"MCDONALD, DUSTY",10/22/2004,"Parker, Carolyn",8/5/2007,"","Alaska Peninsula, Contact Cr., W edge of Contact Lake (large lake E of Contact Cr.)","",AK,WGS 84,"","","",N58.21/W155.98,,"","","","mud under 1 m water, scattered","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36018,KATM-00305,BIOLOGY,Plantae; Plantae; Plantae; Plantae,Angiosperms; Angiosperms; Angiosperms; Angiosperms,,Poales; Poales; Poales; Poales,Cyperaceae; Cyperaceae; Cyperaceae; Cyperaceae,Carex; Carex; Carex; Carex,Carex leersii; Carex divulsa; Carex canescens; Carex brunnescens,"","",1,"",EA,Carex canescens  vascular plant specimens mounted on herbarium sheet,"","Jansen, Anna",02-480,2002-08-12,COM/GD,"","",Arctos=UAM:Herb:60439 ALAAC=V143195,"MCDONALD, DUSTY",10/22/2004,"",10/18/2004,"","Alaska Peninsula, road from Brooks Camp to 3 Forks Overlook, opening in woods at km 15.5 pullout 1 km W of road","",AK,WGS 84,"","","",N58.45/W155.65,,"","","","wet low shrub sedge meadow in opening of mixed spruce forest, 0¿ slope, 100% vegetation cover, scattered","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36019,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Poales,Cyperaceae,Carex,media,"","",1,"",EA,Carex media  vascular plant specimens mounted on herbarium sheet,"","Jansen, Anna",02-481,2002-08-12,COM/GD,"","",Arctos=UAM:Herb:60440 ALAAC=V143196,"MCDONALD, DUSTY",10/22/2004,"Parker, Carolyn",10/18/2004,"","Alaska Peninsula, road from Brooks Camp to 3 Forks Overlook, opening in woods at km 15.5 pullout 1 km W of road","",AK,WGS 84,"","","",N58.45/W155.65,,"","","","wet low shrub sedge meadow in opening of mixed spruce forest, 0¿ slope, 100% vegetation cover, rare","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36020,KATM-00305,BIOLOGY,Plantae; Plantae,Angiosperms; Angiosperms,,Poales; Poales,Juncaceae; Juncaceae,Juncus; Juncus,Juncus haenkei; Juncus haenkei,"","",1,"",EA,Juncus arcticus subsp. sitchensis  vascular plant specimens mounted on herbarium sheet,"","Jansen, Anna",02-487,2002-08-12,COM/GD,"","",Arctos=UAM:Herb:60441 ALAAC=V143197,"MCDONALD, DUSTY",10/22/2004,"",10/18/2004,"","Alaska Peninsula, road from Brooks Camp to 3 Forks Overlook, downstream from stream crossing at km 28","",AK,WGS 84,"","","",N58.39/W155.51,,"","","","0¿ slope, moist sand, scattered","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36021,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Poales,Juncaceae,Juncus,alpinoarticulatus,"","",1,"",EA,Juncus alpinoarticulatus  vascular plant specimens mounted on herbarium sheet,"","Jansen, Anna",02-488,2002-08-12,COM/GD,"","",Arctos=UAM:Herb:60442 ALAAC=V143198,"MCDONALD, DUSTY",10/22/2004,"",10/18/2004,"","Alaska Peninsula, road from Brooks Camp to 3 Forks Overlook, downstream from stream crossing at km 28","",AK,WGS 84,"","","",N58.39/W155.51,,"","","","0¿ slope, moist sand, rare","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
