Catalog #|Accession #|Class 1|Kingdom|Phylum/Division|Class|Order|Family|Sci. Name:Genus|Sci. Name:Species|Common Name|Item Count|Quantity|Storage Unit|Description|Dimens/Weight|Collector|Collection #|Collection Date|Condition|Condition Desc|Study #|Other Numbers|Cataloger|Catalog Date|Identified By|Ident Date|Repro Method|Locality|Unit|State|Reference Datum|Watrbody/Drain:Waterbody|Watrbody/Drain:Drainage|UTM Z/E/N|Lat LongN/W|Elevation|Depth|Depos Environ|Habitat/Comm|Habitat|Slope|Aspect|Soil Type|For/Per/Sub|Assoc Spec|Type Specimen|Threat/Endang|T/E Date|Rare|Exotic/Native|Age|Sex|Ctrl Prop|Location|Object Status|Status Date
KATM   36054|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Polypodiopsida|Polypodiales|Dryopteridaceae|Dryopteris|expansa|spreading woodfern|2|0|EA|Dryopteris expansa  vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Lipkin, Rob; Carlson, Matthew; Pearse, Ian|02-043|7/4/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60475; ALAAC # V143231|ANDERSON, MARGARET M.|6/26/2013 0:00|Not provided|10/18/2004||QUAD: Afognak; Katmai National Park; Alaska Peninsula, Swikshak Lagoon, peak 2750 N of Swikshak Lagoon'|KATM|AK|NAD 27||||58.63N/153.79W __58 __38.2203 __ __153 __47.5095|701||||91 degrees azimuth; 20 degrees slope; 10% vegetation cover; moist soil; rare|||||moss, Heuchera glabra||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36055|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Polypodiopsida|Polypodiales|Woodsiaceae|Athyrium|filix-femina|common ladyfern --ladyfern --subarctic ladyfern|2|0|EA|Athyrium filix-femina  vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Lipkin, Rob; Carlson, Matthew; Pearse, Ian|02-044|7/4/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60476; ALAAC # V143232|ANDERSON, MARGARET M.|6/26/2013 0:00|Not provided|10/18/2004||QUAD: Afognak; Katmai National Park; Alaska Peninsula, Swikshak Lagoon, peak 2750 N of Swikshak Lagoon'|KATM|AK|NAD 27||||58.63N/153.79W __58 __38.2203 __ __153 __47.5095|701||||92 degrees azimuth; 20 degrees slope; 10% vegetation cover; moist soil; rare|||||moss, Heuchera glabra||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36056|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Saxifragales|Saxifragaceae|Heuchera|glabra|alpine heuchera --alpine alumroot|2|0|EA|Heuchera glabra  vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Lipkin, Rob; Carlson, Matthew; Pearse, Ian|02-045|7/4/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60477; ALAAC # V143233|ANDERSON, MARGARET M.|6/26/2013 0:00|Not provided|10/18/2004||QUAD: Afognak; Katmai National Park; Alaska Peninsula, Swikshak Lagoon, peak 2750 N of Swikshak Lagoon'|KATM|AK|NAD 27||||58.63N/153.79W __58 __38.2203 __ __153 __47.5095|701||||90 degrees azimuth; 20 degrees slope; 10% vegetation cover; moist soil; scattered|||||moss||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36057|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Lycopodiopsida|Lycopodiales|Lycopodiaceae|Lycopodium|alpinum|alpine club moss --alpine clubmoss|2|0|EA|Lycopodium alpinum  vascular plant specimens mounted on herbarium sheet; was Diphasiastrum alpinum||Jansen, Anna; Lipkin, Rob; Carlson, Matthew; Pearse, Ian|02-047|7/4/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60478; ALAAC # V143234; Photo # AJ 1-20|ANDERSON, MARGARET M.|6/26/2013 0:00|Not provided|10/18/2004||QUAD: Afognak; Katmai National Park; Alaska Peninsula, Swikshak Lagoon, top of talus knob on peak 2750 N of Swikshak Lagoon'|KATM|AK|NAD 27||||58.63N/153.79W __58 __38.2177 __ __153 __47.4674|838||||180 degrees azimuth; 30 degrees slope; 10% vegetation cover; scattered/patchy|||||Festuca altaica, Saxifraga bronchialis||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36058|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Rosales|Rosaceae|Geum|rossii|alpine avens --Ross avens'|2|0|EA|Geum rossii  vascular plant specimens mounted on herbarium sheet; was Acomastylis rossii but that synonym is not accepted by ITIS or ICMS||Jansen, Anna; Lipkin, Rob; Carlson, Matthew; Pearse, Ian|02-048|7/4/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60479; ALAAC # V143235; Photo # AJ 1-20|ANDERSON, MARGARET M.|6/26/2013 0:00|Not provided|10/18/2004||QUAD: Afognak; Katmai National Park; Alaska Peninsula, Swikshak Lagoon, top of talus knob on peak 2750 N of Swikshak Lagoon'|KATM|AK|NAD 27||||58.63N/153.79W __58 __38.2177 __ __153 __47.4674|838||||181 degrees azimuth; 30 degrees slope; 10% vegetation cover; rare|||||Festuca altaica, Saxifraga bronchialis||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36059|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Poales|Poaceae|Poa|arctica|arctic bluegrass|2|0|EA|Poa arctica  vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Lipkin, Rob; Carlson, Matthew; Pearse, Ian|02-049|7/4/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60480; ALAAC # V143236; Photo # AJ 1-20|ANDERSON, MARGARET M.|6/26/2013 0:00|Parker, Carolyn L.|10/18/2004||QUAD: Afognak; Katmai National Park; Alaska Peninsula, Swikshak Lagoon, top of talus knob on peak 2750 N of Swikshak Lagoon'|KATM|AK|NAD 27||||58.63N/153.79W __58 __38.2177 __ __153 __47.4674|838||||turf; 180 degrees azimuth; 30 degrees slope; 10% vegetation cover; scattered/patchy|||||Festuca altaica, Saxifraga bronchialis||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36060|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Caryophyllales|Caryophyllaceae|Stellaria|longipes|long-stalk starwort --longstalk starwort|2|0|EA|Stellaria longipes  vascular plant specimens mounted on herbarium sheet; s.str.||Jansen, Anna; Lipkin, Rob; Carlson, Matthew; Pearse, Ian|02-051|7/5/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60481; ALAAC # V143237|ANDERSON, MARGARET M.|6/26/2013 0:00|Not provided|10/18/2004||QUAD: Afognak; Katmai National Park; Alaska Peninsula, Swikshak Lagoon, 0.5 km E of cabin|KATM|AK|NAD 27||||58.6N/153.76W __58 __36.3818 __ __153 __45.7977|2||||forb graminoid meadow; 100% vegetation cover; moist sandy soil over gravel; rare|||||Calamagrostis canadensis, Leymus mollis, Epilobium angustifolium, Lupinus nootkatensis, Angelica lucida||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36061|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Poales|Cyperaceae|Carex|gmelinii|Gmelins sedge'|2|0|EA|Carex gmelinii  vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Lipkin, Rob; Carlson, Matthew; Pearse, Ian|02-054|7/5/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60482; ALAAC # V143238|ANDERSON, MARGARET M.|6/26/2013 0:00|Not provided|10/18/2004||QUAD: Afognak; Katmai National Park; Alaska Peninsula, Swikshak Lagoon, 0.5 km E of cabin|KATM|AK|NAD 27||||58.6N/153.76W __58 __36.3818 __ __153 __45.7977|2||||forb graminoid meadow; 100% vegetation cover; moist sandy soil over gravel; numerous|||||Calamagrostis canadensis, Leymus mollis, Epilobium angustifolium, Lupinus nootkatensis, Angelica lucida||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36062|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Achillea|millefolium|yarrow --bloodwort --carpenters weed --hierba de las cortaduras --plumajillo --western yarrow --common yarrow --milenrama --milfoil'|2|0|EA|Achillea millefolium vascular plant specimens mounted on herbarium sheet; originally called Achillea borealis (boreal yarrow) but that synonym not accepted by ITIS or ICMS||Jansen, Anna; Lipkin, Rob; Carlson, Matthew; Pearse, Ian|02-055|7/5/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60483; ALAAC # V143239|ANDERSON, MARGARET M.|6/26/2013 0:00|Not provided|10/18/2004||QUAD: Afognak; Katmai National Park; Alaska Peninsula, Swikshak Lagoon, 0.5 km E of cabin|KATM|AK|NAD 27||||58.6N/153.76W __58 __36.3818 __ __153 __45.7977|2||||forb graminoid meadow; 100% vegetation cover; moist sandy soil over gravel; scattered/patchy|||||Calamagrostis canadensis, Leymus mollis, Epilobium angustifolium, Lupinus nootkatensis, Angelica lucida||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36063|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Poales|Cyperaceae|Carex|tenuiflora|sparseflower sedge|2|0|EA|Carex tenuiflora  vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Lipkin, Rob; Carlson, Matthew; Pearse, Ian|02-058|7/6/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60484; ALAAC # V143240; Photo # AJ 1-25|ANDERSON, MARGARET M.|6/26/2013 0:00|Parker, Carolyn L.|10/18/2004||QUAD: Afognak; Katmai National Park; Alaska Peninsula, Swikshak Lagoon, cape and headland N of Swikshak Lagoon|KATM|AK|NAD 27||||58.63N/153.59W __58 __38.1596 __ __153 __35.8263|15||||low shrub graminoid forb meadow and fen; 100% vegetation cover; subhygric peaty soil with thick Sphagnum layer; scattered|||||Myrica gale, Salix pulchra, Deschampsia cespitosa, Calamagrostis canadensis, Equisetum arvense||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36064|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Poales|Cyperaceae|Carex|rariflora|looseflower alpine sedge|2|0|EA|Carex rariflora  vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Lipkin, Rob; Carlson, Matthew; Pearse, Ian|02-060|7/6/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60485; ALAAC # V143241; Photo # AJ 1-25|ANDERSON, MARGARET M.|6/26/2013 0:00|Parker, Carolyn L.|10/18/2004||QUAD: Afognak; Katmai National Park; Alaska Peninsula, Swikshak Lagoon, cape and headland N of Swikshak Lagoon|KATM|AK|NAD 27||||58.63N/153.59W __58 __38.1596 __ __153 __35.8263|15||||low shrub graminoid forb meadow and fen; 100% vegetation cover; subhygric peaty soil with thick Sphagnum layer; scattered|||||Myrica gale, Salix pulchra, Deschampsia cespitosa, Calamagrostis canadensis, Equisetum arvense||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36065|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Gentianales|Rubiaceae|Galium|boreale|northern bedstraw|2|0|EA|Galium boreale  vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Lipkin, Rob; Carlson, Matthew; Pearse, Ian|02-061|7/6/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60486; ALAAC # V143242; Photo # AJ 1-25|ANDERSON, MARGARET M.|6/26/2013 0:00|Not provided|10/18/2004||QUAD: Afognak; Katmai National Park; Alaska Peninsula, Swikshak Lagoon, cape and headland N of Swikshak Lagoon|KATM|AK|NAD 27||||58.63N/153.59W __58 __38.1596 __ __153 __35.8263|15||||low shrub graminoid forb meadow and fen; 100% vegetation cover; subhygric peaty soil with thick Sphagnum layer; scattered|||||Myrica gale, Salix pulchra, Deschampsia cespitosa, Calamagrostis canadensis, Equisetum arvense||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36066|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Poales|Juncaceae|Juncus|alpinoarticulatus|northern green rush|2|0|EA|Juncus alpinoarticulatus  vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Lipkin, Rob; Carlson, Matthew; Pearse, Ian|02-062|7/6/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60487; ALAAC # V143243; Photo # AJ 1-25|ANDERSON, MARGARET M.|6/26/2013 0:00|Not provided|10/18/2004||QUAD: Afognak; Katmai National Park; Alaska Peninsula, Swikshak Lagoon, cape and headland N of Swikshak Lagoon|KATM|AK|NAD 27||||58.63N/153.59W __58 __38.1596 __ __153 __35.8263|15||||low shrub graminoid forb meadow and fen; 100% vegetation cover; subhygric peaty soil with thick Sphagnum layer; rare|||||Myrica gale, Salix pulchra, Deschampsia cespitosa, Calamagrostis canadensis, Equisetum arvense||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36067|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Poales|Cyperaceae|Trichophorum|cespitosum|tufted bulrush|2|0|EA|Trichophorum cespitosum  vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Lipkin, Rob; Carlson, Matthew; Pearse, Ian|02-063|7/6/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60488; ALAAC # V143244; Photo # AJ 1-25|ANDERSON, MARGARET M.|6/26/2013 0:00|Not provided|10/18/2004||QUAD: Afognak; Katmai National Park; Alaska Peninsula, Swikshak Lagoon, cape and headland N of Swikshak Lagoon|KATM|AK|NAD 27||||58.63N/153.59W __58 __38.1596 __ __153 __35.8263|15||||low shrub graminoid forb meadow and fen; 100% vegetation cover; subhygric peaty soil with thick Sphagnum layer; scattered|||||Myrica gale, Salix pulchra, Deschampsia cespitosa, Calamagrostis canadensis, Equisetum arvense||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36068|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Polypodiopsida|Polypodiales|Woodsiaceae|Gymnocarpium|dryopteris|western oakfern|2|0|EA|Gymnocarpium dryopteris  vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Lipkin, Rob; Carlson, Matthew; Pearse, Ian|02-064|7/6/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60489; ALAAC # V143245; Photo # AJ 1-27|ANDERSON, MARGARET M.|6/26/2013 0:00|Not provided|10/18/2004||QUAD: Afognak; Katmai National Park; Alaska Peninsula, Swikshak Lagoon, cape and headland N of Swikshak Lagoon|KATM|AK|NAD 27||||58.63N/153.59W __58 __38.1596 __ __153 __35.8263|46||||forb graminoid meadow; 100% vegetation cover; mesic soil; scattered|||||Calamagrostis canadensis, umbels||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36069|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Pinopsida|Pinales|Pinaceae|Picea|sitchensis|coast spruce --tideland spruce --yellow spruce --Sitka spruce|2|0|EA|Picea sitchensis  vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Lipkin, Rob; Carlson, Matthew; Pearse, Ian|02-065|7/6/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60490; ALAAC # V143246; Photo # AJ 1-27|ANDERSON, MARGARET M.|6/26/2013 0:00|Not provided|10/18/2004||QUAD: Afognak; Katmai National Park; Alaska Peninsula, Swikshak Lagoon, cape and headland N of Swikshak Lagoon|KATM|AK|NAD 27||||58.63N/153.59W __58 __38.1596 __ __153 __35.8263|46||||forb graminoid meadow; 100% vegetation cover; mesic soil; isolated stand of approximately 10 trees; about 15 m tall|||||Calamagrostis canadensis, umbels||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36070|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Poales|Cyperaceae|Carex|media|closedhead sedge|2|0|EA|Carex media  vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Lipkin, Rob; Carlson, Matthew; Pearse, Ian|02-067|7/6/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60491; ALAAC # V143247; Photo # AJ 1-27|ANDERSON, MARGARET M.|6/26/2013 0:00|Not provided|10/18/2004||QUAD: Afognak; Katmai National Park; Alaska Peninsula, Swikshak Lagoon, cape and headland N of Swikshak Lagoon|KATM|AK|NAD 27||||58.63N/153.59W __58 __38.277 __ __153 __35.7732|61||||subhygric low shrub forb meadow; 100% vegetation cover; patchy|||||Myrica gale, Salix pulchra, Pentaphylloides floribunda, Geranium erianthum, Equisetum arvense||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36071|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Malpighiales|Salicaceae|Salix|barclayi|Barclays willow'|2|0|EA|Salix barclayi  vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Lipkin, Rob; Carlson, Matthew; Pearse, Ian|02-070|7/6/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60492; ALAAC # V143248; Photo # AJ 1-27|ANDERSON, MARGARET M.|6/26/2013 0:00|Not provided|10/18/2004||QUAD: Afognak; Katmai National Park; Alaska Peninsula, Swikshak Lagoon, cape and headland N of Swikshak Lagoon|KATM|AK|NAD 27||||58.63N/153.59W __58 __38.277 __ __153 __35.7732|91||||shrub patch; 100% vegetation cover; deep Sphagnum moss; rare|||||Alnus sinuata, Calamagrostis canadensis, Equisetum arvense||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36072|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Asparagales|Orchidaceae|Platanthera|dilatata|white bog orchid --boreal bog orchid --scentbottle|2|0|EA|Platanthera dilatata  vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Lipkin, Rob; Carlson, Matthew; Pearse, Ian|02-071|7/6/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60493; ALAAC # V143249; Photo # AJ 1-27|ANDERSON, MARGARET M.|6/26/2013 0:00|Not provided|10/18/2004||QUAD: Afognak; Katmai National Park; Alaska Peninsula, Swikshak Lagoon, cape and headland N of Swikshak Lagoon|KATM|AK|NAD 27||||58.63N/153.59W __58 __38.277 __ __153 __35.7732|91||||shrub patch; 100% vegetation cover; deep Sphagnum moss; patchy|||||Alnus sinuata, Calamagrostis canadensis, Equisetum arvense||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36073|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Apiales|Apiaceae|Cicuta|douglasii|Douglas waterhemlock --water hemlock --western water hemlock'|2|0|EA|Cicuta douglasii  vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Lipkin, Rob; Carlson, Matthew; Pearse, Ian|02-072|7/6/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60494; ALAAC # V143250; Photo # AJ 1-27|ANDERSON, MARGARET M.|6/26/2013 0:00|Parker, Carolyn L.|8/15/2009||QUAD: Afognak; Katmai National Park; Alaska Peninsula, Swikshak Lagoon, cape and headland N of Swikshak Lagoon|KATM|AK|NAD 27||||58.63N/153.59W __58 __38.344 __ __153 __35.9177|213||||forb graminoid meadow; 135 degrees azimuth; 25-35 degrees slope; 100% vegetation cover; moist soil; patchy, vegetative|||||Heracleum lanatum, Calamagrostis canadensis, Festuca rubra, Rubus spectabilis||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36074|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Rosales|Rosaceae|Dryas|integrifolia|entireleaf mountain-avens|2|0|EA|Dryas integrifolia  vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Lipkin, Rob; Carlson, Matthew; Pearse, Ian|02-075|7/6/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60495; ALAAC # V143251; Photo # AJ 1-28|ANDERSON, MARGARET M.|6/26/2013 0:00|Springer, Joshua Charles|2/6/2007||QUAD: Afognak; Katmai National Park; Alaska Peninsula, Swikshak Lagoon, cape and headland N of Swikshak Lagoon|KATM|AK|NAD 27||||58.64N/153.6W __58 __38.6639 __ __153 __36.4688|305||||herbaceous dwarf shrub tundra; 135 degrees azimuth; 15-20 degrees slope; 100% vegetation cover; moist soil; numerous|||||Dryas spp., Rhododendron camtschaticum, Festuca altaica, Vaccinium uliginosum, Vaccinium vitis-idaea, Artemisia arctica||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36075|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Ericales|Ericaceae|Therorhodion|camtschaticum|Kamchatka rhododendron|2|0|EA|Therorhodion camtschaticum  vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Lipkin, Rob; Carlson, Matthew; Pearse, Ian|02-076|7/6/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60496; ALAAC # V143252; Photo # AJ 1-28|ANDERSON, MARGARET M.|6/26/2013 0:00|Murray, David F.|3/3/2006||QUAD: Afognak; Katmai National Park; Alaska Peninsula, Swikshak Lagoon, cape and headland N of Swikshak Lagoon|KATM|AK|NAD 27||||58.64N/153.6W __58 __38.6639 __ __153 __36.4688|305||||herbaceous dwarf shrub tundra; 135 degrees azimuth; 15-20 degrees slope; 100% vegetation cover; moist soil; scattered|||||Dryas spp., Rhododendron camtschaticum, Festuca altaica, Vaccinium uliginosum, Vaccinium vitis-idaea, Artemisia arctica||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36076|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Poales|Poaceae|Festuca|brevissima|Alaska fescue|2|0|EA|Festuca brevissima  vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Lipkin, Rob; Carlson, Matthew; Pearse, Ian|02-077|7/6/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60497; ALAAC # V143253; Photo # AJ 1-29,30|ANDERSON, MARGARET M.|6/26/2013 0:00|Parker, Carolyn L.|10/18/2004||QUAD: Afognak; Katmai National Park; Alaska Peninsula, Swikshak Lagoon, cape and headland N of Swikshak Lagoon|KATM|AK|NAD 27||||58.64N/153.61W __58 __38.8133 __ __153 __36.6583|366||||less than 2% vegetation cover; dry sandy soil; rare|||||Lagotis glauca, Equisetum arvense, Oxytropis varians, Festuca brachyphylla, Achillea borealis||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36077|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Poales|Poaceae|Deschampsia|cespitosa|oriental hairgrass|2|0|EA|Deschampsia cespitosa orientalis vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Lipkin, Rob; Carlson, Matthew; Pearse, Ian|02-078|7/6/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60498; ALAAC # V143254; Photo # AJ 1-29,30|ANDERSON, MARGARET M.|6/26/2013 0:00|Parker, Carolyn L.|10/18/2004||QUAD: Afognak; Katmai National Park; Alaska Peninsula, Swikshak Lagoon, cape and headland N of Swikshak Lagoon|KATM|AK|NAD 27||||58.64N/153.61W __58 __38.8133 __ __153 __36.6583|366||||less than 2% vegetation cover; dry sandy soil; rare|||||Lagotis glauca, Equisetum arvense, Oxytropis varians, Festuca brachyphylla, Achillea borealis||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36078|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Psilotopsida|Ophioglossales|Ophioglossaceae|Botrychium|lanceolatum|lance-leaf moonwort --lanceleaf grapefern --triangle moonwort --botryche ├⌐lanc├⌐|2|0|EA|Botrychium lanceolatum  vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Lipkin, Rob; Carlson, Matthew; Pearse, Ian|02-079|7/6/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60499; ALAAC # V143255; Photo # AJ 1-29,30|ANDERSON, MARGARET M.|6/26/2013 0:00|Not provided|10/18/2004||QUAD: Afognak; Katmai National Park; Alaska Peninsula, Swikshak Lagoon, cape and headland N of Swikshak Lagoon|KATM|AK|NAD 27||||58.64N/153.61W __58 __38.8133 __ __153 __36.6583|366||||herbaceous meadow; 95% vegetation cover; moist sandy soil; scattered|||||Lagotis glauca, Equisetum arvense, Oxytropis varians, Festuca brachyphylla, Achillea borealis||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
